Time;Channel A;Channel B
(ms);(V);(mV)

-90,48623849;0,00787402;-5,14733000
-90,47807849;0,00787402;-5,14733000
-90,46991849;0,00787402;-6,72982200
-90,46175849;0,01577879;-9,89788300
-90,45359849;0,01577879;-10,68990000
-90,44543849;0,00787402;-10,68990000
-90,43727849;0,00787402;-11,08667000
-90,42911849;0,00787402;-10,68990000
-90,42095849;0,01577879;-10,68990000
-90,41279849;0,00787402;-10,68990000
-90,40463849;0,01577879;-10,68990000
-90,39647849;0,01577879;-10,29466000
-90,38831849;0,01577879;-10,68990000
-90,38015849;0,01577879;-13,06594000
-90,37199849;0,01577879;-13,46118000
-90,36383849;0,01577879;-13,06594000
-90,35567849;0,01577879;-13,06594000
-90,34751849;0,01577879;-13,85796000
-90,33935849;0,01577879;-13,06594000
-90,33119849;0,01577879;-13,46118000
-90,32303849;0,01577879;-13,46118000
-90,31487849;0,02368356;-13,46118000
-90,30671849;0,02368356;-13,46118000
-90,29855849;0,02368356;-15,83723000
-90,29039849;0,02368356;-16,23400000
-90,28223849;0,02368356;-16,23400000
-90,27407848;0,02368356;-16,62924000
-90,26591848;0,02368356;-16,62924000
-90,25775848;0,02368356;-16,23400000
-90,24959848;0,02368356;-15,83723000
-90,24143848;0,02368356;-16,23400000
-90,23327848;0,03158834;-15,83723000
-90,22511848;0,03158834;-15,44199000
-90,21695848;0,03158834;-16,62924000
-90,20879848;0,03158834;-17,02602000
-90,20063848;0,03158834;-16,62924000
-90,19247848;0,03158834;-17,02602000
-90,18431848;0,03158834;-16,62924000
-90,17615848;0,03158834;-17,02602000
-90,16799848;0,03158834;-17,02602000
-90,15983848;0,03946235;-16,62924000
-90,15167848;0,03158834;-17,02602000
-90,14351848;0,03946235;-16,23400000
-90,13535848;0,03946235;-16,62924000
-90,12719848;0,03946235;-16,62924000
-90,11903848;0,03946235;-16,23400000
-90,11087848;0,03946235;-16,23400000
-90,10271848;0,03946235;-15,83723000
-90,09455848;0,03946235;-15,83723000
-90,08639848;0,03946235;-15,04521000
-90,07823848;0,03946235;-16,62924000
-90,07007848;0,04736713;-15,83723000
-90,06191848;0,04736713;-15,83723000
-90,05375848;0,04736713;-15,83723000
-90,04559848;0,04736713;-15,44199000
-90,03743848;0,04736713;-15,44199000
-90,02927848;0,04736713;-15,04521000
-90,02111848;0,04736713;-15,44199000
-90,01295848;0,04736713;-15,04521000
-90,00479848;0,04736713;-14,64997000
-89,99663848;0,04736713;-14,25320000
-89,98847848;0,04736713;-15,44199000
-89,98031848;0,05527190;-14,25320000
-89,97215848;0,05527190;-14,25320000
-89,96399848;0,05527190;-11,48191000
-89,95583848;0,05527190;-11,08667000
-89,94767848;0,05527190;-11,08667000
-89,93951848;0,05527190;-10,68990000
-89,93135848;0,05527190;-11,08667000
-89,92319848;0,05527190;-10,29466000
-89,91503848;0,05527190;-10,68990000
-89,90687848;0,05527190;-10,68990000
-89,89871848;0,06317668;-9,89788300
-89,89055848;0,05527190;-10,68990000
-89,88239848;0,06317668;-7,91861400
-89,87423848;0,06317668;-7,12659900
-89,86607848;0,06317668;-7,52183800
-89,85791848;0,06317668;-7,52183800
-89,84975848;0,06317668;-6,72982200
-89,84159848;0,06317668;-6,33458400
-89,83343848;0,06317668;-7,12659900
