Time;Channel A;Channel B
(ms);(V);(mV)

-22,53414326;0,00000000;15,83723000
-22,53209526;-0,00787402;15,44199000
-22,53004726;0,00000000;15,83723000
-22,52799926;0,00000000;15,83723000
-22,52595126;0,00000000;15,44199000
-22,52390326;0,00000000;14,64997000
-22,52185526;0,00000000;15,44199000
-22,51980726;0,00000000;15,04521000
-22,51775926;0,00000000;15,44199000
-22,51571126;0,00000000;15,04521000
-22,51366326;0,00000000;15,04521000
-22,51161526;0,00000000;15,04521000
-22,50956726;0,00787402;15,83723000
-22,50751926;0,00000000;15,83723000
-22,50547126;0,00000000;15,44199000
-22,50342326;0,00000000;15,44199000
-22,50137526;0,00000000;15,83723000
-22,49932726;0,00000000;15,83723000
-22,49727926;0,00787402;15,83723000
-22,49523126;0,00000000;15,44199000
-22,49318326;0,00787402;15,83723000
-22,49113526;0,00787402;15,44199000
-22,48908726;0,00787402;15,04521000
-22,48703926;0,00787402;15,44199000
-22,48499126;0,00787402;15,83723000
-22,48294326;0,00787402;15,83723000
-22,48089526;0,00787402;15,83723000
-22,47884726;0,00787402;16,23400000
-22,47679926;0,00787402;16,23400000
-22,47475126;0,00787402;16,23400000
-22,47270326;0,00787402;16,23400000
-22,47065526;0,00787402;16,62924000
-22,46860726;0,00787402;16,23400000
-22,46655926;0,00787402;15,83723000
-22,46451126;0,00787402;16,23400000
-22,46246326;0,00787402;15,83723000
-22,46041526;0,00787402;15,83723000
-22,45836726;0,00787402;16,23400000
-22,45631926;0,00787402;16,62924000
-22,45427126;0,00787402;16,23400000
